Area,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item,hg/ha_yield
Ethiopia,2004,1223.2,17.47,25.37,Cassava,11877.0
Tanzania,2018,1046.1,16.4,18.36,Sorghum,6861.0
Kenya,2009,1241.6,2.96,25.64,Maize,10413.0
Ethiopia,2014,1006.8,13.95,21.16,Rice,9308.0
India,2008,872.8,8.72,20.24,Wheat,8489.0
Ethiopia,2003,1661.9,5.76,28.44,Potatoes,15373.0
India,2007,1467.1,46.86,24.27,Wheat,8368.0
Tanzania,2001,833.7,22.27,25.89,Cassava,10511.0
Kenya,2016,1299.0,14.53,23.74,Wheat,9077.0
Kenya,2003,840.1,9.47,20.22,Potatoes,18316.0
Tanzania,2007,685.4,18.86,24.45,Maize,9280.0
Nigeria,2020,1461.8,32.89,26.84,Cassava,11141.0
Nigeria,2012,503.6,7.68,22.54,Cassava,11686.0
Nigeria,2009,1424.4,14.82,29.21,Sorghum,5677.0
Nigeria,2011,1011.5,29.8,25.4,Rice,8547.0
India,2016,1026.0,3.16,22.85,Maize,7112.0
Nigeria,2005,1243.4,14.21,23.01,Sorghum,8037.0
Kenya,2013,1303.4,10.55,22.55,Rice,10350.0
India,2018,810.8,13.37,17.0,Cassava,8900.0
India,2012,1351.2,9.96,21.64,Sorghum,6629.0
Kenya,2009,1139.7,16.61,22.88,Potatoes,18349.0
Ethiopia,2003,660.4,69.33,20.34,Cassava,11794.0
India,2005,1040.5,11.48,23.35,Sorghum,4683.0
India,2019,1583.4,18.79,22.09,Rice,12862.0
Kenya,2011,1686.8,73.39,25.09,Maize,12085.0
Kenya,2006,1351.1,9.58,24.65,Maize,9298.0
Nigeria,2008,683.4,63.54,22.67,Rice,10071.0
Nigeria,2012,1271.7,14.94,16.53,Potatoes,17700.0
Tanzania,2011,1397.8,61.9,29.16,Maize,7578.0
Nigeria,2014,1354.0,27.12,21.43,Maize,10861.0
Tanzania,2005,1374.7,19.02,21.68,Sorghum,6007.0
Ethiopia,2013,1227.1,14.12,20.63,Sorghum,6764.0
Nigeria,2009,1074.7,9.03,20.05,Maize,8476.0
Kenya,2019,887.1,15.81,28.18,Potatoes,14766.0
Nigeria,2003,435.7,30.5,27.54,Maize,8714.0
Kenya,2003,1218.9,14.72,23.78,Sorghum,6614.0
Nigeria,2009,1165.1,11.55,21.57,Cassava,12615.0
Ethiopia,2010,1295.2,12.17,24.48,Cassava,10446.0
Kenya,2014,631.9,32.92,22.3,Potatoes,16643.0
Kenya,2008,1325.8,39.65,21.24,Potatoes,19200.0
Nigeria,2019,1819.1,8.73,23.35,Cassava,13925.0
Tanzania,2009,1127.5,8.72,20.24,Potatoes,15932.0
Kenya,2002,1078.4,20.16,23.01,Rice,10315.0
Nigeria,2002,1208.2,50.5,22.82,Sorghum,7915.0
Ethiopia,2020,1811.3,37.22,24.41,Potatoes,20937.0
Tanzania,2002,741.7,5.47,19.52,Cassava,10248.0
Nigeria,2019,1171.1,12.05,24.84,Potatoes,16076.0
Tanzania,2005,820.1,7.07,18.37,Cassava,9822.0
Ethiopia,2001,908.5,12.01,19.71,Maize,7956.0
Kenya,2006,1082.6,53.71,19.88,Maize,10449.0
Nigeria,2012,1571.6,4.77,17.71,Maize,7456.0
India,2008,1730.3,4.08,26.06,Potatoes,17922.0
Tanzania,2016,1256.8,7.67,18.12,Sorghum,7387.0
Tanzania,2012,968.2,18.72,19.2,Wheat,7266.0
Tanzania,2008,1972.5,24.45,27.02,Maize,11278.0
India,2013,950.4,21.11,19.72,Cassava,9895.0
Ethiopia,2020,900.1,38.11,21.25,Sorghum,5085.0
Nigeria,2008,478.8,3.63,17.95,Potatoes,17364.0
Kenya,2003,1588.6,38.5,25.33,Rice,11164.0
Nigeria,2008,1438.9,11.59,25.39,Rice,10816.0
Ethiopia,2017,1946.2,26.71,24.96,Maize,10283.0
Kenya,2004,613.7,5.16,24.15,Wheat,6410.0
Ethiopia,2019,1610.4,14.94,22.29,Cassava,12232.0
Nigeria,2012,1124.5,17.98,19.9,Rice,11514.0
Ethiopia,2012,1382.1,37.51,18.74,Sorghum,9580.0
Tanzania,2006,523.3,4.19,27.16,Sorghum,4352.0
Nigeria,2019,1613.8,15.25,25.06,Wheat,8287.0
Tanzania,2000,1375.3,6.25,19.23,Wheat,5693.0
India,2006,1086.4,22.3,22.16,Sorghum,4907.0
Kenya,2008,1325.8,27.71,20.8,Maize,11467.0
Ethiopia,2010,832.1,41.67,17.49,Rice,8313.0
India,2009,897.2,9.7,22.71,Cassava,10963.0
Nigeria,2003,937.8,31.24,20.34,Sorghum,7197.0
Ethiopia,2004,451.5,44.2,18.19,Sorghum,6337.0
Nigeria,2002,1401.6,4.0,16.08,Maize,8589.0
Tanzania,2012,1517.1,24.29,15.74,Wheat,6777.0
Ethiopia,2007,854.5,32.03,20.51,Wheat,7626.0
Kenya,2011,1221.9,12.1,21.66,Wheat,7399.0
Ethiopia,2012,1007.1,5.65,18.5,Wheat,6532.0
Tanzania,2014,1214.9,31.64,24.6,Cassava,12613.0
India,2011,880.3,5.7,21.74,Maize,8886.0
Tanzania,2013,790.8,12.9,24.31,Sorghum,7512.0
Tanzania,2012,1468.2,14.41,21.27,Potatoes,19217.0
Kenya,2013,1077.6,26.38,18.85,Potatoes,18656.0
Ethiopia,2012,1807.7,9.01,22.46,Wheat,8439.0
Kenya,2006,1116.2,8.6,16.95,Wheat,7009.0
Kenya,2005,775.9,16.11,24.16,Potatoes,16388.0
Tanzania,2016,1529.4,33.29,18.25,Wheat,8788.0
Tanzania,2007,1320.8,92.75,25.67,Sorghum,8210.0
Kenya,2011,1354.4,4.45,20.65,Maize,9809.0
India,2004,1516.7,19.15,26.25,Maize,11678.0
Nigeria,2009,871.5,6.24,17.51,Sorghum,6589.0
Kenya,2011,1055.5,33.62,19.29,Potatoes,18855.0
Tanzania,2013,1040.0,7.02,23.52,Maize,9877.0
Tanzania,2011,648.2,8.67,26.68,Cassava,11557.0
Nigeria,2007,1007.7,9.29,28.67,Maize,6263.0
India,2020,1567.7,14.0,22.17,Cassava,14091.0
Ethiopia,2010,1183.1,19.27,29.35,Sorghum,3568.0
India,2016,628.9,21.91,20.84,Cassava,10344.0
Nigeria,2015,555.5,14.81,26.4,Cassava,10780.0
Tanzania,2011,1682.7,5.14,18.23,Wheat,9450.0
Kenya,2018,1068.4,26.64,23.68,Sorghum,5385.0
Kenya,2002,873.4,14.26,12.63,Wheat,2826.0
Tanzania,2019,1004.1,37.69,17.51,Rice,9556.0
Ethiopia,2017,582.9,8.45,23.87,Wheat,6385.0
Ethiopia,2010,1598.1,4.13,16.75,Rice,10806.0
India,2015,962.4,14.48,23.71,Cassava,14496.0
Kenya,2010,1578.6,41.96,25.63,Rice,11388.0
Nigeria,2005,1118.1,16.92,19.99,Maize,9071.0
Ethiopia,2016,1600.3,12.68,18.12,Wheat,7168.0
Kenya,2005,1189.8,7.42,20.1,Sorghum,6074.0
Tanzania,2006,1398.6,60.72,18.14,Potatoes,17870.0
Kenya,2010,1351.7,6.53,21.6,Potatoes,18785.0
Kenya,2017,1318.2,8.33,22.41,Rice,10924.0
India,2008,1221.8,23.48,20.78,Wheat,7556.0
Tanzania,2010,1018.5,3.37,28.7,Potatoes,17459.0
Kenya,2000,1770.4,41.25,19.12,Potatoes,18779.0
India,2002,782.6,24.52,27.57,Cassava,9788.0
Nigeria,2001,1101.5,30.55,17.84,Potatoes,18376.0
Tanzania,2001,1105.2,23.25,22.29,Cassava,12979.0
Kenya,2018,1240.9,13.08,26.73,Sorghum,6868.0
Tanzania,2017,949.7,6.36,26.53,Maize,8549.0
India,2017,1210.2,13.3,20.32,Rice,11081.0
Tanzania,2001,1040.9,6.82,24.22,Rice,9172.0
Ethiopia,2001,546.3,21.95,23.68,Maize,9230.0
Tanzania,2005,1103.3,28.37,19.84,Wheat,8657.0
India,2011,714.8,48.49,24.46,Sorghum,7088.0
Kenya,2007,493.0,20.03,29.45,Rice,4886.0
Tanzania,2010,1147.9,31.18,23.89,Maize,8916.0
India,2003,1270.8,11.73,24.27,Wheat,8482.0
Ethiopia,2015,1284.3,10.15,24.69,Wheat,5566.0
Nigeria,2006,1298.5,21.74,16.16,Wheat,7589.0
Ethiopia,2001,423.6,10.92,23.84,Maize,8897.0
Nigeria,2015,623.6,18.46,17.93,Sorghum,4586.0
Tanzania,2018,1790.7,6.37,19.64,Sorghum,7297.0
Tanzania,2000,733.5,7.35,30.65,Rice,4992.0
Ethiopia,2009,1313.8,24.74,20.99,Potatoes,18246.0
Tanzania,2017,859.6,30.25,19.04,Cassava,10907.0
Nigeria,2014,1127.9,6.76,26.61,Cassava,10712.0
India,2017,878.4,25.44,18.21,Maize,7704.0
India,2008,1296.5,9.72,20.21,Cassava,11810.0
Nigeria,2007,1147.9,15.08,27.0,Maize,8573.0
Nigeria,2014,943.1,46.23,22.17,Maize,11654.0
Nigeria,2003,732.4,28.39,15.75,Rice,7827.0
Tanzania,2005,1193.7,28.13,24.18,Sorghum,7045.0
Ethiopia,2012,675.5,68.51,20.41,Maize,8882.0
Ethiopia,2014,1249.6,8.47,28.16,Wheat,5938.0
Ethiopia,2002,2019.3,6.76,19.58,Wheat,8045.0
Kenya,2010,1572.6,8.35,26.2,Rice,8875.0
Ethiopia,2007,1351.4,12.14,29.1,Cassava,9299.0
Kenya,2010,1070.0,2.26,18.6,Wheat,7132.0
Kenya,2020,421.4,12.6,21.23,Wheat,7158.0
India,2001,637.2,9.62,23.55,Maize,6529.0
Kenya,2020,1549.0,27.85,18.57,Wheat,7902.0
Nigeria,2009,823.6,19.73,23.08,Maize,8025.0
India,2016,855.3,9.2,21.1,Potatoes,16945.0
India,2008,1042.0,23.85,21.02,Rice,10975.0
Nigeria,2006,728.3,26.54,22.2,Rice,9496.0
Kenya,2016,670.6,8.05,22.29,Sorghum,5350.0
Tanzania,2014,1082.3,10.03,22.66,Potatoes,19222.0
Tanzania,2003,788.0,2.51,19.6,Maize,8825.0
India,2014,840.6,6.22,19.78,Rice,8437.0
Kenya,2015,826.6,8.22,21.53,Wheat,7175.0
Kenya,2008,1282.8,15.79,21.82,Sorghum,6113.0
Ethiopia,2019,1018.8,6.98,20.24,Wheat,7886.0
Kenya,2013,1037.5,9.87,23.3,Maize,9619.0
Tanzania,2007,1308.9,5.58,14.74,Sorghum,3262.0
Ethiopia,2000,1050.3,17.06,19.08,Rice,10040.0
Ethiopia,2014,1002.6,20.92,20.88,Maize,9357.0
Tanzania,2004,1264.7,20.53,18.58,Sorghum,6953.0
Tanzania,2015,1333.9,15.03,28.52,Wheat,7197.0
Ethiopia,2011,1048.5,4.34,22.08,Cassava,12301.0
Ethiopia,2009,1128.2,9.06,22.71,Sorghum,6323.0
Nigeria,2003,826.4,10.74,20.07,Rice,10551.0
India,2014,798.8,10.78,21.94,Potatoes,16333.0
Tanzania,2003,1369.2,15.8,17.14,Potatoes,16397.0
Tanzania,2008,1255.7,46.55,21.32,Potatoes,15964.0
Tanzania,2017,1259.4,28.49,18.25,Maize,9403.0
Kenya,2019,1198.3,6.75,20.89,Wheat,7043.0
Ethiopia,2020,1116.2,25.6,11.76,Wheat,3779.0
Nigeria,2020,1343.7,24.83,17.49,Sorghum,4839.0
Kenya,2011,1427.3,7.81,27.86,Maize,7932.0
Ethiopia,2004,1418.9,29.34,25.32,Potatoes,18989.0
Kenya,2017,1064.7,13.09,27.28,Sorghum,4159.0
Tanzania,2016,1585.4,4.82,27.55,Cassava,11942.0
Kenya,2020,1180.0,21.42,24.69,Wheat,7190.0
Kenya,2013,1321.3,17.7,20.19,Maize,9795.0
Kenya,2002,1198.7,12.4,17.85,Sorghum,6384.0
Kenya,2010,1186.5,14.44,26.59,Maize,9538.0
Nigeria,2009,842.5,8.37,22.26,Maize,9259.0
Ethiopia,2017,1345.5,24.24,31.98,Cassava,7613.0
Tanzania,2008,2095.9,14.37,20.54,Cassava,13718.0
Ethiopia,2006,968.8,17.0,29.89,Sorghum,4157.0
Nigeria,2001,1124.8,19.8,21.37,Cassava,11535.0
India,2017,943.8,5.91,27.34,Maize,7420.0
India,2015,929.2,7.28,28.79,Maize,6433.0
India,2000,1640.6,2.54,17.91,Wheat,7801.0
Ethiopia,2009,864.5,23.38,20.06,Maize,8175.0
Nigeria,2010,934.1,5.64,17.87,Cassava,9405.0
Tanzania,2009,544.4,16.54,17.08,Maize,7725.0
Tanzania,2019,834.8,20.02,24.67,Potatoes,18084.0
India,2003,502.1,24.09,21.21,Cassava,9025.0
India,2006,1321.1,5.68,22.21,Sorghum,7022.0
Tanzania,2003,2079.9,14.12,24.22,Wheat,10740.0
India,2005,971.7,56.61,14.57,Rice,8439.0
Tanzania,2019,516.6,58.64,27.15,Potatoes,15849.0
Kenya,2019,1415.0,32.78,20.6,Sorghum,6468.0
Ethiopia,2000,845.6,19.49,24.13,Rice,9721.0
Kenya,2013,1554.8,6.66,24.48,Wheat,8566.0
Kenya,2004,1001.3,26.44,27.48,Sorghum,5133.0
Nigeria,2004,878.9,13.11,21.58,Cassava,11660.0
Ethiopia,2006,1037.7,23.3,13.51,Rice,6111.0
Nigeria,2004,1365.2,8.97,22.23,Maize,10716.0
Nigeria,2010,1020.4,12.96,22.8,Potatoes,18534.0
India,2020,926.1,16.97,17.86,Cassava,10903.0
Tanzania,2012,1030.4,18.12,22.59,Cassava,12023.0
Tanzania,2015,654.9,22.09,20.56,Rice,10789.0
Ethiopia,2010,1239.0,9.36,16.63,Maize,8006.0
Ethiopia,2000,474.6,5.08,24.69,Potatoes,17449.0
India,2001,944.6,54.59,19.75,Sorghum,5707.0
Kenya,2005,1365.8,100.0,20.37,Cassava,14684.0
Nigeria,2005,1206.1,21.28,20.15,Maize,11129.0
Nigeria,2017,1306.6,5.16,26.94,Wheat,7089.0
Kenya,2017,1077.2,8.02,21.84,Rice,11484.0
India,2017,1509.4,22.36,22.32,Maize,10774.0
Ethiopia,2013,1423.6,43.51,20.24,Cassava,12355.0
Kenya,2011,1256.1,5.64,23.85,Maize,9157.0
India,2013,1424.6,13.47,27.4,Potatoes,18245.0
Kenya,2008,1362.6,17.4,24.59,Cassava,13087.0
India,2014,946.2,29.72,24.75,Sorghum,4935.0
Kenya,2016,629.6,11.3,24.42,Sorghum,4965.0
Nigeria,2016,1247.1,4.26,16.48,Wheat,7119.0
Tanzania,2012,1291.1,24.46,18.5,Sorghum,6098.0
Ethiopia,2001,1481.7,36.59,21.18,Rice,13600.0
India,2015,772.3,13.93,19.1,Maize,8439.0
India,2007,782.7,20.58,17.74,Rice,8559.0
Tanzania,2015,1261.0,10.18,14.51,Rice,9075.0
Kenya,2011,1075.1,7.56,16.61,Potatoes,16145.0
India,2018,440.0,33.82,20.97,Wheat,7335.0
Tanzania,2007,1231.3,20.29,21.72,Rice,9109.0
India,2019,451.7,22.03,18.83,Rice,7863.0
Kenya,2017,769.2,49.49,22.32,Wheat,8474.0
Tanzania,2006,1573.1,6.4,20.26,Sorghum,8734.0
Kenya,2010,1738.7,9.57,26.36,Wheat,7516.0
Nigeria,2011,674.5,16.88,21.35,Sorghum,5118.0
Nigeria,2016,984.7,9.47,24.79,Wheat,7970.0
Nigeria,2014,1114.9,27.84,22.81,Cassava,11980.0
Nigeria,2017,1723.4,12.81,16.39,Rice,10227.0
Kenya,2007,927.5,6.73,21.64,Maize,9724.0
Nigeria,2010,933.1,15.68,17.06,Maize,7899.0
Tanzania,2009,1642.1,17.05,21.57,Sorghum,5991.0
Nigeria,2019,968.8,31.43,19.02,Cassava,10732.0
Ethiopia,2006,1352.8,20.38,23.53,Wheat,8486.0
Tanzania,2012,583.0,21.52,16.63,Potatoes,14031.0
Kenya,2002,1040.1,19.23,22.06,Potatoes,17609.0
Nigeria,2017,519.1,12.8,24.29,Maize,7045.0
Nigeria,2008,730.6,8.39,25.63,Rice,10516.0
Nigeria,2007,1393.7,18.75,18.94,Sorghum,9076.0
Tanzania,2012,1082.5,11.4,22.07,Cassava,11000.0
Nigeria,2010,988.3,57.5,22.74,Cassava,12944.0
Tanzania,2017,837.9,43.54,28.19,Maize,6809.0
Kenya,2011,1022.8,24.69,16.07,Wheat,5862.0
India,2010,1205.4,20.14,18.36,Rice,11379.0
Nigeria,2002,1444.0,13.87,33.22,Maize,4502.0
Ethiopia,2000,250.0,5.43,20.91,Potatoes,15820.0
Ethiopia,2008,808.9,12.52,14.44,Maize,5544.0
India,2020,1155.7,16.14,19.67,Maize,10272.0
India,2019,1065.4,17.88,10.92,Maize,855.0
India,2013,1241.2,21.66,22.96,Wheat,7615.0
Kenya,2013,1193.6,31.1,25.24,Sorghum,6379.0
Nigeria,2008,993.3,8.55,18.35,Wheat,6620.0
Tanzania,2003,915.6,8.62,20.12,Cassava,12161.0
Kenya,2000,1014.1,47.5,25.69,Wheat,8511.0
Nigeria,2007,1502.1,27.57,15.0,Maize,7442.0
Nigeria,2006,843.8,10.88,16.71,Rice,10546.0
Tanzania,2004,1078.0,13.66,21.09,Sorghum,5158.0
Ethiopia,2005,1164.2,13.71,18.99,Maize,10519.0
Nigeria,2000,1646.1,15.26,20.82,Maize,11123.0
India,2012,994.9,21.72,16.94,Cassava,10111.0
Kenya,2019,1435.6,100.0,22.86,Potatoes,19557.0
Tanzania,2014,1531.2,17.32,21.4,Rice,11182.0
Tanzania,2009,1077.7,25.28,24.2,Sorghum,6621.0
India,2008,1026.2,3.86,22.8,Cassava,10659.0
India,2006,984.8,10.1,22.83,Rice,9477.0
India,2002,1010.5,39.77,16.21,Potatoes,15820.0
India,2012,1399.0,20.53,23.97,Maize,8817.0
Tanzania,2011,1180.9,0.44,20.68,Wheat,6990.0
Nigeria,2000,1182.4,25.51,21.33,Potatoes,17629.0
Nigeria,2008,706.2,69.03,26.19,Wheat,6920.0
India,2005,761.4,3.01,19.12,Cassava,10937.0
Kenya,2003,1850.2,50.17,27.4,Cassava,12917.0
Tanzania,2014,1037.8,1.62,27.78,Wheat,7782.0
India,2011,828.8,31.51,25.01,Rice,7299.0
India,2013,1600.9,14.78,18.08,Wheat,8474.0
Ethiopia,2014,1198.6,2.27,13.25,Potatoes,14735.0
Ethiopia,2020,1302.4,21.26,26.32,Maize,10080.0
Nigeria,2016,1051.7,37.36,22.45,Rice,11410.0
India,2013,988.5,19.91,19.02,Potatoes,17125.0
India,2018,1040.6,23.76,26.69,Potatoes,17010.0
India,2010,616.0,10.7,18.55,Potatoes,15512.0
Tanzania,2020,1069.2,3.36,20.3,Wheat,8025.0
Tanzania,2015,1203.6,25.88,24.1,Sorghum,5047.0
India,2013,1747.7,60.33,17.55,Sorghum,8256.0
Ethiopia,2018,1130.1,36.73,21.56,Sorghum,7008.0
Nigeria,2010,283.0,3.03,26.36,Rice,7276.0
Nigeria,2015,1067.1,4.43,22.84,Cassava,11873.0
India,2005,2058.8,7.56,26.99,Rice,10779.0
Tanzania,2020,1403.2,4.16,26.53,Sorghum,7292.0
Ethiopia,2013,816.2,15.42,22.03,Wheat,10237.0
Nigeria,2016,1306.9,20.38,12.65,Wheat,5847.0
Kenya,2009,840.3,4.74,17.58,Potatoes,15831.0
India,2018,626.2,27.71,25.05,Potatoes,17140.0
Nigeria,2001,978.1,24.07,15.8,Sorghum,5588.0
Nigeria,2002,1132.0,9.6,20.69,Wheat,7225.0
Nigeria,2010,444.7,12.96,23.35,Cassava,9656.0
Ethiopia,2015,697.8,3.13,27.88,Wheat,5270.0
Nigeria,2016,1103.6,11.41,19.7,Potatoes,18788.0
India,2009,957.1,14.97,19.43,Cassava,9781.0
Ethiopia,2013,1238.2,17.03,21.79,Potatoes,17829.0
Kenya,2011,674.9,20.15,23.4,Sorghum,6014.0
Ethiopia,2020,1349.9,18.09,21.38,Cassava,12762.0
Kenya,2013,685.7,12.04,26.2,Cassava,11471.0
Ethiopia,2008,1675.0,18.71,18.8,Rice,9935.0
India,2020,499.5,33.17,22.48,Rice,11103.0
Kenya,2002,717.6,13.79,23.78,Wheat,5359.0
India,2020,1246.1,19.18,20.4,Potatoes,16288.0
Ethiopia,2003,1682.5,12.82,25.36,Cassava,12833.0
Tanzania,2006,1210.3,8.87,22.6,Rice,9359.0
India,2017,1297.0,22.61,25.16,Rice,10110.0
Ethiopia,2015,1106.1,9.54,22.78,Maize,9483.0
Nigeria,2020,740.8,20.27,23.51,Rice,9555.0
Kenya,2015,928.5,15.22,19.47,Wheat,6325.0
Kenya,2013,675.8,11.67,19.48,Cassava,11065.0
Tanzania,2007,652.5,11.44,26.9,Potatoes,15642.0
Tanzania,2000,1240.6,9.91,24.54,Maize,10480.0
Kenya,2002,706.9,3.99,17.91,Maize,7499.0
Ethiopia,2006,1211.8,20.21,22.72,Cassava,11578.0
Kenya,2000,644.4,17.91,12.5,Cassava,5410.0
Ethiopia,2010,1203.7,29.36,19.7,Sorghum,6697.0
Ethiopia,2016,929.0,9.73,25.84,Maize,7382.0
Ethiopia,2020,1592.3,67.78,21.5,Maize,10294.0
Nigeria,2010,1213.3,10.98,22.47,Wheat,8799.0
Kenya,2018,1532.5,7.39,10.0,Sorghum,300.0
Tanzania,2020,835.5,6.72,20.43,Sorghum,6999.0
India,2018,1119.7,3.72,23.35,Cassava,11780.0
India,2009,756.6,50.71,23.86,Maize,8930.0
Kenya,2006,955.2,44.56,25.85,Maize,7972.0
India,2020,1008.3,24.06,21.16,Cassava,12435.0
Tanzania,2005,845.9,7.27,21.34,Cassava,11348.0
Kenya,2008,674.6,63.37,16.67,Sorghum,4339.0
India,2001,605.3,11.23,21.18,Maize,8350.0
Ethiopia,2016,281.1,12.0,16.95,Maize,5138.0
India,2013,730.3,46.98,14.61,Maize,5081.0
Nigeria,2001,1319.6,25.21,17.66,Sorghum,5625.0
Tanzania,2004,540.5,86.56,28.03,Cassava,10563.0
Kenya,2011,621.2,18.16,20.92,Potatoes,16883.0
Ethiopia,2011,1726.8,10.83,22.88,Wheat,10171.0
Ethiopia,2016,877.2,9.12,19.95,Sorghum,5049.0
Ethiopia,2005,1212.4,3.4,14.84,Maize,7927.0
Ethiopia,2019,1324.8,11.91,25.74,Sorghum,6360.0
Ethiopia,2009,1331.9,37.18,13.31,Cassava,8742.0
Kenya,2017,567.2,24.02,19.78,Sorghum,5533.0
India,2005,1019.1,15.12,21.78,Cassava,11607.0
Nigeria,2000,533.6,6.71,22.92,Potatoes,16370.0
Tanzania,2001,1956.2,17.84,19.09,Rice,11829.0
India,2007,541.8,33.46,14.65,Wheat,4145.0
Kenya,2020,733.3,21.0,18.8,Cassava,10628.0
Kenya,2001,735.8,17.0,19.0,Sorghum,4899.0
Nigeria,2007,576.2,7.87,18.91,Wheat,5281.0
Nigeria,2002,1573.4,29.78,25.88,Cassava,12998.0
Ethiopia,2019,1947.9,1.21,17.15,Maize,9521.0
India,2014,933.5,20.21,23.2,Potatoes,16573.0
Nigeria,2016,637.9,100.0,22.63,Wheat,8169.0
India,2014,317.1,4.45,25.84,Potatoes,15961.0
Kenya,2013,1014.6,12.27,21.47,Rice,10070.0
Tanzania,2016,989.3,14.79,25.16,Rice,9070.0
Ethiopia,2000,872.0,10.28,21.31,Sorghum,5537.0
Nigeria,2018,1177.5,34.09,23.74,Sorghum,7738.0
Nigeria,2015,1238.3,21.71,15.99,Rice,7167.0
Tanzania,2015,1213.1,16.81,11.45,Cassava,8027.0
Ethiopia,2008,989.4,28.16,23.51,Rice,8510.0
Ethiopia,2016,714.4,15.08,23.72,Maize,7390.0
Ethiopia,2008,1333.0,100.0,23.9,Maize,10807.0
Ethiopia,2001,1104.4,16.79,19.9,Wheat,9736.0
Kenya,2019,1410.9,17.4,27.96,Sorghum,7077.0
Kenya,2004,1376.5,3.79,20.16,Potatoes,18869.0
Ethiopia,2002,602.4,9.63,23.68,Rice,9363.0
Nigeria,2013,598.0,37.26,24.38,Rice,7844.0
Ethiopia,2004,835.6,5.11,28.87,Cassava,9429.0
Ethiopia,2018,730.3,2.65,20.73,Potatoes,16580.0
India,2009,1364.3,15.27,19.39,Maize,8888.0
Ethiopia,2000,1223.0,44.55,16.01,Maize,8882.0
Tanzania,2019,1484.7,15.39,28.21,Rice,8938.0
India,2010,1238.8,11.37,23.69,Rice,10950.0
Kenya,2005,1173.0,3.36,23.81,Cassava,10041.0
Ethiopia,2014,1519.9,21.37,34.0,Potatoes,12752.0
Kenya,2011,1264.4,25.25,23.3,Sorghum,6093.0
Ethiopia,2000,1123.8,3.58,16.79,Potatoes,16436.0
Ethiopia,2015,1618.2,36.88,21.22,Rice,12060.0
Kenya,2008,1140.3,27.46,18.1,Potatoes,16531.0
Kenya,2014,993.5,36.81,20.42,Potatoes,18073.0
Nigeria,2018,806.8,23.73,20.39,Sorghum,6023.0
India,2012,1346.1,25.1,19.65,Wheat,7495.0
Ethiopia,2014,1533.0,22.57,16.43,Potatoes,17390.0
Tanzania,2005,1082.3,29.81,28.37,Wheat,6063.0
Ethiopia,2004,1557.8,3.47,23.2,Sorghum,6724.0
Tanzania,2008,410.5,4.48,21.1,Sorghum,4840.0
Ethiopia,2017,1080.6,8.26,25.03,Potatoes,17338.0
Nigeria,2011,1086.0,13.41,23.88,Cassava,11580.0
India,2007,845.6,20.3,23.1,Potatoes,18741.0
Kenya,2016,1934.4,19.29,24.74,Maize,11381.0
Tanzania,2017,1076.8,36.37,22.54,Potatoes,17957.0
Ethiopia,2018,957.3,37.29,24.68,Sorghum,6473.0
Nigeria,2006,1109.1,7.4,25.01,Maize,8419.0
India,2014,399.0,18.01,22.65,Maize,7436.0
India,2012,834.0,7.55,21.12,Wheat,6625.0
Kenya,2009,1444.1,12.8,28.12,Cassava,9861.0
Tanzania,2008,879.9,19.25,20.09,Potatoes,17809.0
India,2002,809.9,0.97,23.57,Cassava,10431.0
Tanzania,2005,1558.3,100.0,23.66,Cassava,13885.0
Nigeria,2011,1569.1,23.41,19.56,Potatoes,18724.0
India,2018,1280.9,9.24,18.77,Sorghum,8850.0
Nigeria,2018,940.7,69.54,20.58,Wheat,7926.0
Tanzania,2003,1016.2,11.27,20.03,Maize,7268.0
Tanzania,2014,818.5,16.54,16.17,Rice,6678.0
Tanzania,2001,751.8,10.08,19.39,Potatoes,17583.0
Nigeria,2014,734.5,55.79,23.06,Wheat,9104.0
India,2007,883.7,13.68,27.06,Wheat,5382.0
Ethiopia,2009,737.8,16.77,24.22,Maize,9805.0
Nigeria,2015,552.7,38.98,11.6,Sorghum,1803.0
India,2008,1176.8,23.76,24.57,Cassava,11679.0
Kenya,2016,1182.1,14.25,19.77,Sorghum,6156.0
India,2011,1695.3,36.17,23.81,Rice,11687.0
Kenya,2020,866.1,100.0,21.94,Potatoes,19495.0
Nigeria,2013,1203.6,19.18,21.23,Cassava,12967.0
Nigeria,2006,1209.4,16.34,21.59,Potatoes,17989.0
Nigeria,2016,1011.2,17.06,21.91,Wheat,7823.0
Nigeria,2008,1360.5,42.45,27.38,Rice,12012.0
Nigeria,2011,1371.3,9.21,21.92,Sorghum,7581.0
Nigeria,2002,1214.6,11.91,26.34,Rice,10685.0
Nigeria,2002,1010.5,4.35,25.76,Cassava,11838.0
Nigeria,2012,974.9,5.77,24.67,Cassava,11857.0
India,2003,621.3,9.83,14.85,Maize,6014.0
Nigeria,2020,817.9,14.23,26.47,Sorghum,6123.0
India,2017,882.3,61.27,20.17,Rice,10756.0
Tanzania,2014,706.6,22.85,24.86,Potatoes,17166.0
Tanzania,2015,1254.0,7.17,18.11,Wheat,6761.0
Kenya,2012,1518.8,8.31,17.26,Rice,10302.0
India,2001,782.2,44.69,29.91,Wheat,4518.0
Ethiopia,2008,1199.2,36.65,18.17,Maize,9251.0
Kenya,2010,738.1,15.22,26.58,Sorghum,7117.0
India,2019,993.3,10.44,22.47,Maize,7647.0
Kenya,2004,858.4,36.6,20.32,Rice,10673.0
